source_file,source_sheet,source_kind,source_quality_weight,condition,dealer_name,brand,model,version,year,year_imputed,mileage_km,fuel_type,transmission,body_style,price_listing_mga,price_excl_tax_mga,price_negotiable_mga,forward_filled
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,REVO,ROCCO,2020,false,,diesel,automatic,pickup,180000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,REVO,GR,2022,false,,diesel,automatic,pickup,200000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,LC200,GX,2012,false,,diesel,manual,suv,120000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,LC200,VX,2015,false,,diesel,automatic,suv,140000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,LC200,VX,2016,false,,diesel,automatic,suv,200000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Toyota,LC200,VX,2021,false,,diesel,automatic,suv,280000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,L200,GEN 4 SPORTERO,2008,false,,diesel,manual,pickup,40000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,L200,GEN 4 SPORTERO,2014,false,,diesel,manual,pickup,60000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,L200,GEN 5 TRITON,2016,false,,diesel,manual,pickup,70000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,L200,GEN 5 TRITON,2020,false,,diesel,automatic,pickup,120000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,PAJERO,V96,2014,false,,diesel,manual,suv,70000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Mitsubishi,PAJERO,V98,2014,false,,diesel,automatic,suv,90000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T6,2014,false,,diesel,manual,pickup,70000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T7,2018,false,,diesel,manual,pickup,80000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T7,2016,false,,diesel,automatic,pickup,90000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T7 WILDTRAK,2018,false,,diesel,automatic,pickup,110000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T8,2020,false,,diesel,manual,pickup,90000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T8,2020,false,,diesel,automatic,pickup,100000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T8 WILDTRAK,2020,false,,diesel,automatic,pickup,130000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T8 RAPTOR,2020,false,,diesel,automatic,pickup,190000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T9,2022,false,,diesel,manual,pickup,130000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T9 XLT,2022,false,,diesel,automatic,pickup,150000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T9 WILDTRAK,2022,false,,diesel,automatic,pickup,240000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T9 RAPTOR,2022,false,,diesel,automatic,pickup,280000000,,,false
occaz oceantrade.xlsx,Occasion,dealer_official,1,used,OceanTrade,Ford,RANGER,T9 RAPTOR,2022,false,,petrol,automatic,pickup,320000000,,,false
